Year, NodeId, Gender, HasHIV, Age, Population, Infected, Newly Infected, On_ART, Died, Died_from_HIV, Tested Past Year or On_ART, Tested Ever HIVPos, Tested Ever HIVNeg, Tested Positive, Tested Negative, HasIntervention(Vaccine47),Vaccinated,VaccineExpired
1963,1,0,1,5,13,13,0,0,1,1,0,0,0,0,0,13,0,0
1963,1,0,1,6,17,17,0,0,1,1,0,0,0,0,0,17,0,0
1963,1,0,1,7,9,9,0,0,0,0,0,0,0,0,0,9,0,0
1963,1,0,1,8,7,7,0,0,0,0,0,0,0,0,0,7,0,0
1963,1,0,1,9,12,12,0,0,1,1,0,0,0,0,0,12,0,0
1963,1,0,1,10,11,11,0,0,0,0,0,0,0,0,0,11,0,0
1963,1,0,1,11,13,13,0,0,1,1,0,0,0,0,0,13,0,0
1963,1,0,1,12,10,10,0,0,0,0,0,0,0,0,0,10,0,0
1963,1,0,1,13,9,9,0,0,0,0,0,0,0,0,0,9,0,0
1963,1,0,1,14,12,12,0,0,2,2,0,0,0,0,0,12,0,0
1963,1,0,1,15,13,13,0,0,0,0,0,0,0,0,0,13,0,0
1963,1,0,1,16,15,15,0,0,0,0,0,0,0,0,0,15,0,0
1963,1,0,1,17,19,19,0,0,0,0,0,0,0,0,0,19,0,0
1963,1,0,1,18,19,19,0,0,1,1,0,0,0,0,0,19,0,0
1963,1,0,1,19,19,19,0,0,0,0,0,0,0,0,0,19,0,0
1963,1,0,1,20,16,16,1,0,0,0,0,0,0,0,0,16,1,0
1963,1,0,1,21,20,20,0,0,0,0,0,0,0,0,0,20,0,0
1963,1,0,1,22,23,23,0,0,2,2,0,0,0,0,0,23,0,0
1963,1,0,1,23,21,21,1,0,0,0,0,0,0,0,0,20,0,0
1963,1,0,1,24,17,17,0,0,0,0,0,0,0,0,0,17,0,0
1963,1,0,1,25,29,29,0,0,0,0,0,0,0,0,0,29,0,0
1963,1,0,1,26,17,17,0,0,0,0,0,0,0,0,0,17,0,0
1963,1,0,1,27,21,21,0,0,0,0,0,0,0,0,0,21,0,0
1963,1,0,1,28,12,12,0,0,0,0,0,0,0,0,0,12,0,0
1963,1,0,1,29,13,13,0,0,0,0,0,0,0,0,0,13,0,0
1963,1,0,1,30,15,15,0,0,1,1,0,0,0,0,0,15,0,0
1963,1,0,1,31,15,15,1,0,0,0,0,0,0,0,0,15,1,0
1963,1,0,1,32,16,16,0,0,0,0,0,0,0,0,0,16,0,0
1963,1,0,1,33,7,7,0,0,0,0,0,0,0,0,0,7,0,0
1963,1,0,1,34,17,17,0,0,0,0,0,0,0,0,0,17,0,0
1963,1,0,1,35,22,22,0,0,0,0,0,0,0,0,0,22,0,0
1963,1,0,1,36,14,14,0,0,0,0,0,0,0,0,0,14,0,0
1963,1,0,1,37,17,17,0,0,0,0,0,0,0,0,0,17,0,0
1963,1,0,1,38,10,10,0,0,1,1,0,0,0,0,0,10,0,0
1963,1,0,1,39,14,14,0,0,0,0,0,0,0,0,0,14,0,0
1963,1,0,1,40,13,13,0,0,0,0,0,0,0,0,0,13,0,0
1963,1,0,1,41,7,7,0,0,1,0,0,0,0,0,0,7,0,0
1963,1,0,1,42,10,10,0,0,0,0,0,0,0,0,0,10,0,0
1963,1,0,1,43,16,16,0,0,0,0,0,0,0,0,0,16,0,0
1963,1,0,1,44,8,8,0,0,1,0,0,0,0,0,0,8,0,0
1963,1,0,1,45,9,9,0,0,1,1,0,0,0,0,0,9,0,0
1963,1,0,1,46,12,12,0,0,2,2,0,0,0,0,0,12,0,0
1963,1,0,1,47,12,12,0,0,0,0,0,0,0,0,0,12,0,0
1963,1,0,1,48,12,12,0,0,0,0,0,0,0,0,0,12,0,0
1963,1,0,1,49,4,4,0,0,0,0,0,0,0,0,0,4,0,0
1963,1,0,1,50,6,6,0,0,0,0,0,0,0,0,0,6,0,0
1963,1,0,1,51,8,8,0,0,0,0,0,0,0,0,0,8,0,0
1963,1,0,1,52,11,11,0,0,1,1,0,0,0,0,0,11,0,0
1963,1,0,1,53,5,5,0,0,0,0,0,0,0,0,0,5,0,0
1963,1,0,1,54,5,5,0,0,1,1,0,0,0,0,0,5,0,0
1963,1,0,1,55,2,2,0,0,0,0,0,0,0,0,0,2,0,0
1963,1,0,1,56,7,7,0,0,0,0,0,0,0,0,0,7,0,0
1963,1,0,1,57,6,6,0,0,0,0,0,0,0,0,0,6,0,0
1963,1,0,1,58,3,3,0,0,0,0,0,0,0,0,0,3,0,0
1963,1,0,1,59,3,3,0,0,0,0,0,0,0,0,0,3,0,0
1963,1,0,1,60,9,9,0,0,0,0,0,0,0,0,0,9,0,0
1963,1,0,1,61,5,5,0,0,0,0,0,0,0,0,0,5,0,0
1963,1,0,1,62,7,7,0,0,0,0,0,0,0,0,0,7,0,0
1963,1,0,1,63,5,5,0,0,0,0,0,0,0,0,0,5,0,0
1963,1,0,1,64,5,5,0,0,0,0,0,0,0,0,0,5,0,0
1963,1,0,1,65,4,4,0,0,0,0,0,0,0,0,0,4,0,0
1963,1,0,1,66,4,4,0,0,1,1,0,0,0,0,0,4,0,0
1963,1,0,1,67,4,4,0,0,0,0,0,0,0,0,0,4,0,0
1963,1,0,1,68,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1963,1,0,1,69,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1963,1,0,1,70,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1963,1,0,1,71,2,2,0,0,0,0,0,0,0,0,0,2,0,0
1963,1,0,1,72,4,4,0,0,1,0,0,0,0,0,0,4,0,0
1963,1,0,1,73,3,3,0,0,0,0,0,0,0,0,0,3,0,0
1963,1,0,1,74,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1963,1,0,1,75,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1963,1,0,1,76,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1963,1,0,1,77,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1963,1,0,1,78,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1963,1,0,1,79,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1963,1,0,1,80,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1963,1,0,1,81,2,2,0,0,0,0,0,0,0,0,0,2,0,0
1963,1,0,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,0,1,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,0,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,0,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,0,1,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,0,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,0,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,0,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,0,1,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,0,1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,0,1,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,0,1,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,0,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,0,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,0,1,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,0,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,0,168,0,0,0,10,0,0,0,0,0,0,0,0,0
1963,1,1,0,1,157,0,0,0,1,0,0,0,0,0,0,0,0,0
1963,1,1,0,2,178,0,0,0,1,0,0,0,0,0,0,0,0,0
1963,1,1,0,3,135,0,0,0,1,0,0,0,0,0,0,0,0,0
1963,1,1,0,4,151,0,0,0,1,0,0,0,0,0,0,0,0,0
1963,1,1,0,5,152,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,6,154,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,7,154,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,8,134,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,9,121,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,10,137,0,0,0,1,0,0,0,0,0,0,0,0,0
1963,1,1,0,11,116,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,12,112,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,13,91,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,14,126,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,15,93,0,0,0,1,0,0,0,0,0,0,0,0,0
1963,1,1,0,16,109,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,17,85,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,18,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,19,59,0,0,0,1,0,0,0,0,0,0,0,0,0
1963,1,1,0,20,59,0,0,0,1,0,0,0,0,0,0,0,0,0
1963,1,1,0,21,51,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,22,50,0,0,0,1,0,0,0,0,0,0,0,0,0
1963,1,1,0,23,59,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,24,55,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,25,59,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,26,70,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,27,65,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,28,47,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,29,53,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,30,58,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,31,53,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,32,54,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,33,58,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,34,55,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,35,50,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,36,37,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,37,44,0,0,0,1,0,0,0,0,0,0,0,0,0
1963,1,1,0,38,47,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,39,42,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,40,49,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,41,46,0,0,0,1,0,0,0,0,0,0,0,0,0
1963,1,1,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,43,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,44,47,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,45,54,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,46,52,0,0,0,1,0,0,0,0,0,0,0,0,0
1963,1,1,0,47,40,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,48,33,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,49,35,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,50,32,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,51,35,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,52,32,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,53,42,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,54,40,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,55,30,0,0,0,1,0,0,0,0,0,0,0,0,0
1963,1,1,0,56,40,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,57,26,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,58,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,59,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,60,26,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,61,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,62,27,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,63,13,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,64,11,0,0,0,1,0,0,0,0,0,0,0,0,0
1963,1,1,0,65,26,0,0,0,1,0,0,0,0,0,0,0,0,0
1963,1,1,0,66,17,0,0,0,1,0,0,0,0,0,0,0,0,0
1963,1,1,0,67,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,68,22,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,69,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,70,5,0,0,0,1,0,0,0,0,0,0,0,0,0
1963,1,1,0,71,8,0,0,0,2,0,0,0,0,0,0,0,0,0
1963,1,1,0,72,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,73,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,74,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,75,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,76,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,77,10,0,0,0,1,0,0,0,0,0,0,0,0,0
1963,1,1,0,78,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,79,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,80,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,86,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1963,1,1,0,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,88,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,91,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,0,4,4,4,0,3,3,0,0,0,0,0,4,4,0
1963,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1963,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,14,1,1,1,0,0,0,0,0,0,0,0,1,1,0
1963,1,1,1,15,2,2,3,0,0,0,0,0,0,0,0,2,3,0
1963,1,1,1,16,8,8,3,0,0,0,0,0,0,0,0,8,3,0
1963,1,1,1,17,14,14,2,0,0,0,0,0,0,0,0,14,2,0
1963,1,1,1,18,16,16,1,0,1,1,0,0,0,0,0,16,1,0
1963,1,1,1,19,29,29,0,0,0,0,0,0,0,0,0,29,0,0
1963,1,1,1,20,31,31,3,0,0,0,0,0,0,0,0,30,2,0
1963,1,1,1,21,29,29,2,0,1,1,0,0,0,0,0,28,1,0
1963,1,1,1,22,18,18,3,0,0,0,0,0,0,0,0,18,3,0
1963,1,1,1,23,16,16,0,0,0,0,0,0,0,0,0,16,0,0
1963,1,1,1,24,19,19,0,0,0,0,0,0,0,0,0,19,0,0
1963,1,1,1,25,10,10,1,0,0,0,0,0,0,0,0,10,1,0
1963,1,1,1,26,7,7,0,0,0,0,0,0,0,0,0,7,0,0
1963,1,1,1,27,4,4,0,0,0,0,0,0,0,0,0,4,0,0
1963,1,1,1,28,15,15,0,0,0,0,0,0,0,0,0,15,0,0
1963,1,1,1,29,9,9,0,0,0,0,0,0,0,0,0,9,0,0
1963,1,1,1,30,6,6,0,0,0,0,0,0,0,0,0,6,0,0
1963,1,1,1,31,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1963,1,1,1,32,5,5,1,0,0,0,0,0,0,0,0,5,1,0
1963,1,1,1,33,5,5,0,0,0,0,0,0,0,0,0,5,0,0
1963,1,1,1,34,7,7,0,0,0,0,0,0,0,0,0,7,0,0
1963,1,1,1,35,4,4,0,0,0,0,0,0,0,0,0,4,0,0
1963,1,1,1,36,4,4,0,0,0,0,0,0,0,0,0,4,0,0
1963,1,1,1,37,3,3,0,0,0,0,0,0,0,0,0,3,0,0
1963,1,1,1,38,2,2,0,0,0,0,0,0,0,0,0,2,0,0
1963,1,1,1,39,5,5,0,0,0,0,0,0,0,0,0,5,0,0
1963,1,1,1,40,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1963,1,1,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,42,3,3,0,0,0,0,0,0,0,0,0,3,0,0
1963,1,1,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,44,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1963,1,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,46,2,2,2,0,0,0,0,0,0,0,0,1,1,0
1963,1,1,1,47,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1963,1,1,1,48,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1963,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,50,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1963,1,1,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,1,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,0,172,0,0,0,6,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,1,166,0,0,0,2,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,2,127,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,3,105,0,0,0,1,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,4,103,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,5,110,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,6,105,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,7,108,0,0,0,1,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,8,80,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,9,85,0,0,0,1,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,10,89,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,11,86,0,0,0,1,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,12,84,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,13,92,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,14,58,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,15,73,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,16,61,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,17,67,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,18,70,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,19,62,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,20,68,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,21,56,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,22,62,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,23,48,0,0,0,1,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,24,54,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,25,36,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,26,56,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,27,44,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,28,58,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,29,38,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,31,41,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,32,42,0,0,0,1,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,33,39,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,34,41,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,35,39,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,36,34,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,37,35,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,38,42,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,39,36,0,0,0,1,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,40,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,41,31,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,42,29,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,43,33,0,0,0,1,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,44,36,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,45,29,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,46,39,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,47,23,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,48,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,49,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,50,15,0,0,0,1,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,51,21,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,52,25,0,0,0,1,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,53,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,54,17,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,55,25,0,0,0,1,0,0,0,0,0,0,0,0,0
1963.5,1,0,0,56,15,0,0,0,0,0,0,0,0,0,0,0,0,0
